participant_id,full_name,nationality,gender,age_group,occupation,university_institution,study_level,year_of_study,subject_area,prior_ai_experience,condition,session_datetime,session_duration_mins,suspicion_probe,financial_literacy_score_0_3,need_for_cognition_1_5,technology_disposition_1_5,ai_follow_rate_0_1,decision_accuracy_rate_0_1,calibration_score,avg_confidence_1_5,avg_response_time_ms,ai_errors_caught_0_3,override_correct_count,override_wrong_count,mental_model_estimate_pct,mental_model_accurate,trust_in_automation_1_7,perceived_fairness_1_7,appeal_intent_1_5,retrust_organisation_1_5
P0271,Rabia Hussain,Pakistani,Female,23-27,Postgraduate student (MSc),Middlesex University,BSc / BEng / BA,PG Year 1,Data Science & AI,Low,B_surface,2026-08-03 11:44:18,59.6,No,0,4.0,3.1,0.6,0.5,-0.218,3.4,18244,1,1,3,72,True,4.83,3.75,3,3
P0272,Madison Clark,British,Female,41-50,Postgraduate student (MSc),University of Reading,BSc / BEng / BA,Year 3,Media & Communication,Moderate,B_surface,2026-08-07 13:14:55,43.9,Unsure,0,1.0,3.3,0.7,0.6,-0.357,3.4,15510,1,1,2,80,True,3.73,4.93,2,3
P0273,Monira Begum,Bangladeshi,Female,18-22,Student & part-time worker,London Metropolitan University,MSc / MA / MEng,Year 1,Digital Marketing,Low,A_no_explanation,2026-08-14 12:10:51,51.5,No,1,3.1,3.3,0.7,0.6,-0.123,3.4,13231,1,1,2,59,False,4.84,3.62,3,3
P0274,Natalie Lewis,British,Female,28-32,Postgraduate student (MBA),University of Westminster,PhD / MPhil,Year 2,Graphic Design,High,A_no_explanation,2026-08-03 10:14:24,52.9,No,2,3.7,2.1,0.7,0.4,-0.042,2.8,14591,0,0,3,52,False,3.83,3.73,1,3
P0275,Tousif Ahmed,Bangladeshi,Male,23-27,Undergraduate student,Oxford Brookes University,PhD / MPhil,Year 4,Computer Science,Moderate,A_no_explanation,2026-08-04 10:38:21,45.3,Somewhat — thought it was about AI accuracy,2,3.8,4.3,0.6,0.5,0.12,2.9,15799,1,1,3,76,True,4.85,4.68,1,2
P0276,Nadia Akter,Bangladeshi,Female,23-27,Graduate (recent),"University for the Creative Arts, Farnham",MSc / MA / MEng,PhD Year 2,Information Technology,Moderate,A_no_explanation,2026-08-05 15:25:13,62.1,No,1,3.7,4.2,0.8,0.7,0.0,3.0,12232,1,1,1,43,False,4.4,4.04,3,3
P0277,Redwan Islam,Bangladeshi,Male,23-27,Postgraduate student (MSc),"University for the Creative Arts, Farnham",HND / Foundation,PG Year 1,Software Engineering,Moderate,C_counterfactual,2026-08-05 16:35:19,55.3,No,1,4.7,3.1,0.5,0.2,0.2,3.2,20415,0,0,5,80,True,4.43,4.71,3,4
P0278,Seun Akinwale,Nigerian,Male,23-27,Postgraduate student (MSc),University of Hertfordshire,MSc / MA / MEng,PhD Year 1,Computer Science,Low,A_no_explanation,2026-08-05 15:34:24,41.3,No,2,3.8,3.7,0.3,0.4,0.609,2.5,18394,2,2,5,72,True,4.53,4.92,4,4
P0279,Rezaul Karim,Bangladeshi,Male,18-22,Working professional,University of Reading,Prefer not to say,PhD Year 1,Graphic Design,High,C_counterfactual,2026-08-04 11:22:55,56.0,Somewhat — thought it was about AI accuracy,0,1.1,4.3,0.4,0.7,0.429,3.3,20042,3,3,3,68,True,4.32,5.84,3,3
P0280,Toyin Adebayo,Nigerian,Female,23-27,PhD researcher,Goldsmiths University of London,MBA,PhD Year 2,Cybersecurity,Moderate,B_surface,2026-08-08 14:15:11,44.3,Somewhat — thought it was about usability,0,2.4,3.6,0.8,0.5,0.0,3.4,15380,0,0,2,68,True,5.15,3.6,2,4
P0281,Mamun Hossain,Bangladeshi,Male,18-22,Postgraduate student (MSc),Middlesex University,MSc / MA / MEng,PG Year 2,Finance & Accounting,High,B_surface,2026-08-12 15:19:02,58.8,Somewhat — thought it was about usability,2,1.0,2.8,0.6,0.7,-0.094,2.9,15241,2,2,2,46,False,4.9,4.3,3,3
P0282,Abul Hossain,Bangladeshi,Male,28-32,Undergraduate student,BUET,Prefer not to say,PhD Year 2,Finance & Accounting,Low,C_counterfactual,2026-08-13 16:52:12,63.9,Unsure,2,2.6,3.0,0.5,0.6,0.344,3.1,18082,2,2,3,80,True,3.21,4.17,5,2
P0283,Lucas Martin,British,Male,41-50,Postgraduate student (MSc),London Metropolitan University,MSc / MA / MEng,Year 1,Education Technology,Moderate,C_counterfactual,2026-08-02 11:10:54,71.2,No,2,4.7,2.2,0.6,0.7,0.257,3.4,16722,2,2,2,69,True,3.46,5.21,4,3
P0284,Mofazzal Hossain,Bangladeshi,Male,33-40,Postgraduate student (MBA),London Metropolitan University,BSc / BEng / BA,PG Year 2,Business & Management,None,A_no_explanation,2026-08-03 13:42:37,44.2,No,2,2.3,3.3,0.5,0.2,0.045,2.4,16058,0,0,5,61,True,5.51,3.56,3,3
P0285,Suraya Jaafar,Malaysian,Female,23-27,Undergraduate student,University of Westminster,BSc / BEng / BA,PhD Year 1,Media & Communication,None,A_no_explanation,2026-08-04 10:28:24,38.1,Somewhat — thought it was about AI accuracy,0,2.7,4.5,0.7,0.6,0.152,3.1,14928,1,1,2,68,True,5.19,3.73,1,3
P0286,Rahela Begum,Bangladeshi,Female,18-22,Undergraduate student,North South University,PhD / MPhil,PhD Year 2,Graphic Design,Moderate,A_no_explanation,2026-08-05 14:43:03,49.9,No,2,3.1,2.4,0.6,0.3,-0.327,3.2,14507,0,0,4,78,True,4.99,5.4,2,4
P0287,Zarif Ahmed,Bangladeshi,Male,41-50,Postgraduate student (MSc),Daffodil International University,MSc / MA / MEng,PG Year 2,Health Informatics,High,A_no_explanation,2026-08-07 16:19:47,55.0,No,1,5.0,2.7,0.8,0.5,0.318,2.9,14740,0,0,2,57,False,3.77,5.08,2,4
P0288,Sohel Rana,Bangladeshi,Male,18-22,PhD researcher,Goldsmiths University of London,MSc / MA / MEng,Year 4,Digital Marketing,Low,A_no_explanation,2026-08-13 09:51:38,50.7,No,3,2.8,3.5,0.5,0.4,0.408,2.6,15081,1,1,4,66,True,4.2,3.89,3,3
P0289,Jessica Mitchell,British,Female,23-27,Undergraduate student,University of East London,BSc / BEng / BA,PG Year 1,International Business,Moderate,B_surface,2026-08-03 15:21:35,45.7,Yes — I thought it was about trust in AI,2,3.8,2.7,0.5,0.4,0.635,3.3,15918,1,1,4,81,False,4.26,4.91,2,3
P0290,Nazmun Nahar,Bangladeshi,Female,28-32,Graduate (recent),Coventry University,BSc / BEng / BA,PG Year 1,Business & Management,High,B_surface,2026-08-03 11:53:26,60.8,No,0,3.4,2.4,0.5,0.6,-0.314,2.7,15481,2,2,3,56,False,4.18,3.32,5,1
P0291,Yeasmin Akter,Bangladeshi,Female,23-27,Undergraduate student,University of East London,Prefer not to say,PhD Year 1,Psychology,Moderate,C_counterfactual,2026-08-03 11:44:40,49.8,Somewhat — thought it was about usability,3,2.7,4.5,0.2,0.3,0.075,3.2,22846,2,2,6,75,True,3.82,5.99,3,5
P0292,Bilkis Akter,Bangladeshi,Female,23-27,Undergraduate student,Kingston University London,MSc / MA / MEng,PhD Year 2,Education Technology,High,B_surface,2026-08-04 15:56:53,57.1,No,2,2.3,3.2,0.4,0.5,0.612,2.8,16230,2,2,4,60,True,5.05,6.38,3,4
P0293,Wei Zhang,Chinese,Male,18-22,Undergraduate student,Goldsmiths University of London,MSc / MA / MEng,Year 1,Cybersecurity,Moderate,C_counterfactual,2026-08-03 15:18:51,56.2,No,1,2.6,3.0,0.7,0.6,0.612,3.2,17952,1,1,2,78,True,2.93,4.6,5,4
P0294,Nadia Iqbal,Pakistani,Prefer not to say,18-22,Academic / lecturer,University of Surrey,BSc / BEng / BA,PG Year 1,Business & Management,Low,A_no_explanation,2026-08-11 16:32:22,51.3,No,1,2.8,3.7,0.7,0.6,0.491,3.2,15373,1,1,2,62,True,5.22,4.31,1,2
P0295,Nurul Islam,Bangladeshi,Male,18-22,Postgraduate student (MBA),University of Surrey,Prefer not to say,Year 4,International Business,Low,C_counterfactual,2026-08-14 12:48:24,55.3,No,1,1.5,4.5,0.6,0.7,0.307,3.3,17065,2,2,2,59,False,4.52,5.3,2,4
P0296,Sola Adesanya,Nigerian,Female,33-40,Postgraduate student (MSc),University of Bedfordshire,BSc / BEng / BA,PhD Year 1,Education Technology,Moderate,A_no_explanation,2026-08-13 15:14:00,39.8,Somewhat — thought it was about usability,1,2.6,3.6,0.6,0.5,0.186,3.2,14238,1,1,3,69,True,4.04,4.58,3,1
P0297,Abdul Karim,Bangladeshi,Male,18-22,Postgraduate student (MSc),Brunel University London,Not a student,Completed,Digital Marketing,Moderate,A_no_explanation,2026-08-16 13:33:27,46.5,No,0,1.9,3.0,0.7,0.4,-0.0,2.5,13337,0,0,3,47,False,5.42,5.44,1,3
P0298,Sophie Walker,British,Non-binary,23-27,Graduate (recent),Daffodil International University,MSc / MA / MEng,PG Year 1,Cybersecurity,Moderate,A_no_explanation,2026-08-02 13:39:57,50.1,No,3,2.6,3.8,0.7,0.6,0.56,2.8,15614,1,1,2,81,False,5.38,3.78,2,4
P0299,Rajesh Pillai,Indian,Male,23-27,Undergraduate student,Oxford Brookes University,BSc / BEng / BA,PG Year 2,Graphic Design,Moderate,B_surface,2026-08-06 12:54:51,43.3,No,0,1.9,4.1,0.7,0.6,-0.327,3.2,13439,1,1,2,61,True,5.56,4.01,2,3
P0300,Murad Hossain,Bangladeshi,Male,23-27,Postgraduate student (MSc),Oxford Brookes University,BSc / BEng / BA,PG Year 2,Psychology,Low,B_surface,2026-08-11 11:35:37,55.0,Somewhat — thought it was about AI accuracy,1,3.1,3.8,0.8,0.7,0.218,3.2,12122,1,1,1,42,False,2.23,5.3,4,4
P0301,Mason Thompson,British,Male,23-27,Undergraduate student,University of East London,MSc / MA / MEng,PhD Year 1,Psychology,High,C_counterfactual,2026-08-02 13:22:55,35.7,No,1,2.4,2.8,0.6,0.7,-0.048,3.3,20840,2,2,2,87,False,4.44,5.05,3,3
P0302,Lakshmi Reddy,Indian,Female,28-32,Postgraduate student (MSc),University of Dhaka,BSc / BEng / BA,PhD Year 1,Software Engineering,None,B_surface,2026-08-04 09:06:15,51.3,No,1,4.7,3.6,0.6,0.7,0.307,3.3,15714,2,2,2,77,True,3.68,3.85,1,4
P0303,Jian Wu,Chinese,Male,33-40,Postgraduate student (MSc),Brunel University London,BSc / BEng / BA,PG Year 1,Psychology,Moderate,B_surface,2026-08-02 11:11:31,58.1,Somewhat — thought it was about usability,0,2.3,3.6,0.5,0.2,0.323,3.0,16589,0,0,5,82,False,4.64,4.81,4,3
P0304,Ananya Krishnan,Indian,Female,18-22,Working professional,Brunel University London,BSc / BEng / BA,Year 4,Business & Management,None,A_no_explanation,2026-08-05 16:25:30,50.7,Somewhat — thought it was about usability,3,2.5,4.2,0.5,0.6,0.134,2.4,13580,2,2,3,76,True,4.62,4.01,2,3
P0305,Tanvir Ahmed,Bangladeshi,Male,23-27,Postgraduate student (MSc),Daffodil International University,HND / Foundation,PhD Year 2,Health Informatics,Moderate,A_no_explanation,2026-08-03 10:27:32,52.2,No,2,3.6,2.7,0.3,0.4,0.041,2.7,18810,2,2,5,66,True,3.88,3.54,2,3
P0306,Ying Chen,Chinese,Non-binary,23-27,Undergraduate student,Oxford Brookes University,BSc / BEng / BA,Year 4,Cybersecurity,Moderate,B_surface,2026-08-03 11:23:01,49.1,Somewhat — thought it was about usability,3,4.6,3.3,0.6,0.5,0.0,2.8,16171,1,1,3,81,False,4.39,3.8,3,5
P0307,Jaya Chauhan,Indian,Female,41-50,Postgraduate student (MSc),Daffodil International University,Not a student,PhD Year 2,Finance & Accounting,Low,A_no_explanation,2026-08-05 15:05:06,50.6,Somewhat — thought it was about AI accuracy,2,3.3,3.7,0.5,0.4,0.123,3.4,16573,1,1,4,82,False,5.07,4.87,2,3
P0308,Kiran Reddy,Indian,Male,18-22,Postgraduate student (MSc),University of Surrey,Not a student,Year 2,Information Technology,Low,C_counterfactual,2026-08-08 10:13:25,60.2,No,1,3.2,3.5,0.6,0.5,0.224,3.0,17745,1,1,3,68,True,3.54,5.17,5,3
P0309,Ajay Chauhan,Indian,Male,28-32,Postgraduate student (MSc),Anglia Ruskin University,BSc / BEng / BA,Year 1,Education Technology,Moderate,C_counterfactual,2026-08-12 10:29:38,66.4,Somewhat — thought it was about AI accuracy,0,3.5,3.8,0.5,0.6,0.408,3.5,20525,2,2,3,99,False,4.97,4.01,3,4
P0310,Mostofa Kamal,Bangladeshi,Male,23-27,Postgraduate student (MSc),North South University,MSc / MA / MEng,PhD Year 3,Information Technology,Low,C_counterfactual,2026-08-07 12:40:33,60.9,Somewhat — thought it was about AI accuracy,2,3.1,2.6,0.5,0.4,0.047,3.2,19369,1,1,4,57,False,4.87,6.63,5,3
P0311,Lu Sun,Chinese,Female,28-32,Postgraduate student (MBA),Coventry University,Not a student,Year 1,Psychology,None,B_surface,2026-08-02 10:26:15,51.7,No,3,2.6,4.6,0.6,0.7,-0.19,3.4,15973,2,2,2,63,True,4.97,4.99,3,3
P0312,Benjamin Clark,British,Male,28-32,Graduate (recent),Daffodil International University,BSc / BEng / BA,Year 4,Data Science & AI,None,A_no_explanation,2026-08-07 12:19:57,39.6,Somewhat — thought it was about AI accuracy,0,3.8,4.8,0.8,0.7,-0.406,3.5,14004,1,1,1,71,True,5.66,4.86,2,4
P0313,Ripa Akter,Bangladeshi,Female,23-27,Academic / lecturer,BRAC University,MBA,PhD Year 3,Graphic Design,None,A_no_explanation,2026-08-06 09:06:56,52.6,No,2,2.1,3.9,0.8,0.7,0.282,3.0,14281,1,1,1,63,True,4.72,4.18,1,2
P0314,Abigail Robinson,British,Female,23-27,Undergraduate student,University of Westminster,PhD / MPhil,Year 2,Health Informatics,Low,A_no_explanation,2026-08-10 10:48:21,51.4,Unsure,3,2.8,4.3,0.7,0.6,0.098,3.1,15817,1,1,2,52,False,5.14,3.97,2,4
P0315,Anisur Rahman,Bangladeshi,Male,23-27,Working professional,BUET,Prefer not to say,Year 4,Graphic Design,Low,A_no_explanation,2026-08-14 10:29:40,42.0,Somewhat — thought it was about AI accuracy,2,1.9,2.9,0.8,0.5,0.602,2.9,11581,0,0,2,63,True,4.93,4.75,4,3
P0316,Jakir Hossain,Bangladeshi,Male,18-22,Academic / lecturer,University of Surrey,BSc / BEng / BA,PG Year 2,Software Engineering,Low,C_counterfactual,2026-08-10 13:06:41,56.5,No,3,1.2,4.5,0.6,0.5,-0.128,3.7,16834,1,1,3,83,False,3.24,5.87,4,4
P0317,Noah Anderson,British,Male,18-22,PhD researcher,North South University,Prefer not to say,PG Year 2,Education Technology,High,B_surface,2026-08-03 10:52:52,42.8,Somewhat — thought it was about AI accuracy,3,3.7,3.1,0.7,0.4,0.639,3.1,14873,0,0,3,64,True,3.97,4.96,3,3
P0318,Shariful Islam,Bangladeshi,Male,18-22,Postgraduate student (MSc),Daffodil International University,BSc / BEng / BA,Year 4,Finance & Accounting,High,C_counterfactual,2026-08-03 11:55:51,70.6,No,2,2.9,3.8,0.3,0.6,0.218,3.2,21002,3,3,4,73,True,3.64,6.76,5,2
P0319,Nazrul Islam,Bangladeshi,Male,18-22,Undergraduate student,Daffodil International University,PhD / MPhil,Year 4,Psychology,Low,B_surface,2026-08-06 15:55:31,42.1,No,1,2.8,2.7,0.8,0.5,-0.429,2.9,12908,0,0,2,67,True,4.33,4.6,4,3
P0320,Isla Young,British,Female,23-27,Postgraduate student (MSc),North South University,BSc / BEng / BA,Year 1,Graphic Design,None,B_surface,2026-08-09 12:38:11,49.5,Somewhat — thought it was about AI accuracy,1,3.6,3.2,0.6,0.5,0.204,3.2,16012,1,1,3,69,True,4.0,5.87,4,5
P0321,Qian Zhao,Chinese,Female,41-50,Graduate (recent),Kingston University London,BSc / BEng / BA,Completed,Graphic Design,Low,B_surface,2026-08-13 10:05:22,48.5,No,2,2.6,3.6,0.6,0.5,-0.128,3.3,15492,1,1,3,69,True,4.44,4.81,4,3
P0322,Zarif Hossain,Bangladeshi,Male,23-27,Undergraduate student,University of East London,BSc / BEng / BA,Year 2,Information Technology,None,C_counterfactual,2026-08-11 11:09:28,47.5,Somewhat — thought it was about usability,2,2.3,3.6,0.6,0.5,0.186,3.9,20314,1,1,3,71,True,3.49,4.81,3,4
P0323,Arafatur Rahman,Bangladeshi,Male,23-27,Undergraduate student,Middlesex University,Prefer not to say,PhD Year 2,Computer Science,High,B_surface,2026-08-03 14:54:58,58.0,Yes — I thought it was about trust in AI,1,3.3,3.4,0.8,0.7,-0.218,3.1,16053,1,1,1,66,True,3.98,4.69,3,3
P0324,Golam Rabbani,Bangladeshi,Male,23-27,Undergraduate student,University of Hertfordshire,MSc / MA / MEng,Year 3,Cybersecurity,None,B_surface,2026-08-02 10:58:35,54.1,Unsure,2,3.0,3.8,0.9,0.6,-0.13,3.1,14820,0,0,1,96,False,4.7,6.56,5,3
P0325,Rekha A. Bose,Indian,Female,23-27,Undergraduate student,North South University,MSc / MA / MEng,PG Year 1,Cybersecurity,None,B_surface,2026-08-03 13:48:08,50.7,No,0,1.1,4.7,0.7,0.6,0.272,3.3,15429,1,1,2,62,True,4.64,4.14,3,5
P0326,Farzana Akter,Bangladeshi,Prefer not to say,33-40,Undergraduate student,BRAC University,MSc / MA / MEng,PhD Year 2,International Business,High,A_no_explanation,2026-08-07 10:01:43,43.1,Somewhat — thought it was about AI accuracy,1,4.4,4.3,0.5,0.6,0.467,2.9,16322,2,2,3,62,True,4.33,2.45,2,2
P0327,Amna Siddiqui,Pakistani,Female,23-27,Postgraduate student (MSc),Middlesex University,Not a student,PhD Year 2,Health Informatics,None,C_counterfactual,2026-08-03 14:27:56,45.9,No,2,5.0,3.9,0.4,0.5,0.0,3.4,18251,2,2,4,86,False,3.9,5.12,4,4
P0328,Grace Wright,British,Female,33-40,Undergraduate student,Goldsmiths University of London,MSc / MA / MEng,Year 2,Psychology,Moderate,B_surface,2026-08-03 10:28:31,51.7,No,2,3.0,4.1,0.5,0.4,0.339,2.9,18590,1,1,4,72,True,5.43,5.78,3,3
P0329,Deepa A. Singh,Indian,Female,18-22,Undergraduate student,University of Westminster,BSc / BEng / BA,PhD Year 1,Data Science & AI,High,C_counterfactual,2026-08-15 09:28:30,57.2,Somewhat — thought it was about usability,2,2.5,3.8,0.4,0.7,0.094,3.1,21673,3,3,3,86,False,3.82,5.41,3,3
P0330,Mahmuda Khatun,Bangladeshi,Female,23-27,Postgraduate student (MBA),Coventry University,BSc / BEng / BA,PhD Year 2,Media & Communication,Low,A_no_explanation,2026-08-03 12:47:06,71.9,Yes — I thought it was about trust in AI,3,2.5,3.7,0.6,0.5,0.318,2.9,16267,1,1,3,65,True,4.87,4.86,4,3
P0331,Arun Krishnan,Indian,Male,41-50,Postgraduate student (MSc),University of Reading,Prefer not to say,PG Year 2,Graphic Design,Moderate,C_counterfactual,2026-08-04 09:26:11,48.9,No,0,2.9,3.4,0.7,1.0,0.0,3.7,18862,3,3,0,70,True,3.87,6.32,3,5
P0332,Sheng Lin,Chinese,Male,18-22,Postgraduate student (MBA),University of Westminster,MSc / MA / MEng,Year 3,Computer Science,Low,B_surface,2026-08-08 13:40:04,41.5,Yes — I thought it was about trust in AI,2,3.7,3.2,0.5,0.4,-0.153,3.4,14876,1,1,4,62,True,3.45,3.94,3,2
P0333,Phoebe Phillips,British,Female,28-32,Student & part-time worker,Oxford Brookes University,BSc / BEng / BA,PhD Year 3,Software Engineering,Moderate,A_no_explanation,2026-08-04 11:45:34,32.0,Unsure,3,3.5,4.0,0.7,0.8,0.431,2.9,12578,2,2,1,76,True,5.26,3.94,3,3
P0334,Jun Li,Chinese,Male,28-32,Academic / lecturer,Coventry University,MSc / MA / MEng,Year 4,Digital Marketing,Low,B_surface,2026-08-04 15:15:27,56.8,No,2,2.1,3.6,0.7,0.6,-0.209,3.3,13867,1,1,2,60,True,4.78,4.57,3,5
P0335,Forhad Hossain,Bangladeshi,Male,18-22,Postgraduate student (MSc),University of Westminster,BSc / BEng / BA,Year 3,Finance & Accounting,Low,C_counterfactual,2026-08-08 10:22:10,58.3,Somewhat — thought it was about usability,3,2.0,4.6,0.8,0.7,0.15,3.2,17443,1,1,1,79,True,4.58,4.91,3,2
P0336,Sara Butt,Pakistani,Female,23-27,Postgraduate student (MSc),BUET,MBA,PG Year 1,Graphic Design,Moderate,C_counterfactual,2026-08-02 09:54:09,47.1,No,3,5.0,3.4,0.6,0.7,0.481,3.1,19529,2,2,2,63,True,3.52,5.01,4,3
P0337,Sirajul Islam,Bangladeshi,Male,23-27,Undergraduate student,Oxford Brookes University,BSc / BEng / BA,Year 3,Software Engineering,Low,C_counterfactual,2026-08-04 16:38:50,65.2,Somewhat — thought it was about AI accuracy,2,2.2,3.6,0.4,0.5,0.128,3.3,20054,2,2,4,54,False,4.23,6.2,4,4
P0338,Eduardo Ferreira,Other,Male,28-32,Postgraduate student (MBA),BUET,MSc / MA / MEng,Year 3,International Business,Low,B_surface,2026-08-07 11:16:49,46.7,Unsure,1,4.1,5.0,0.3,0.6,0.612,3.2,19109,3,3,4,60,True,4.11,4.79,2,4
P0339,Emon Hossain,Bangladeshi,Male,28-32,Undergraduate student,London Metropolitan University,Prefer not to say,PG Year 2,Media & Communication,Moderate,B_surface,2026-08-12 13:50:06,63.9,No,0,2.1,2.8,0.4,0.3,0.401,2.8,18649,1,1,5,43,False,3.19,5.08,2,4
P0340,Sabbir Hossain,Bangladeshi,Male,23-27,Undergraduate student,Middlesex University,MSc / MA / MEng,Year 1,Computer Science,None,B_surface,2026-08-10 11:23:59,45.5,No,1,3.7,2.7,0.6,0.3,0.449,3.2,15021,0,0,4,75,True,5.39,6.24,2,3
P0341,Puja Rani Das,Bangladeshi,Female,23-27,Postgraduate student (MBA),Daffodil International University,BSc / BEng / BA,Year 2,Graphic Design,High,B_surface,2026-08-05 10:26:56,43.8,No,0,4.3,2.0,0.4,0.3,0.263,3.4,16903,1,1,5,51,False,3.44,4.66,3,5
P0342,Hannah A. Green,British,Female,23-27,Undergraduate student,University of Westminster,BSc / BEng / BA,Year 2,Education Technology,None,A_no_explanation,2026-08-07 10:36:49,44.0,No,1,3.9,3.9,0.7,0.4,0.268,3.1,13147,0,0,3,63,True,4.57,4.05,2,3
P0343,Arjun Sharma,Indian,Male,18-22,Postgraduate student (MSc),University of Bedfordshire,MBA,Year 3,Education Technology,Low,B_surface,2026-08-02 16:16:20,57.2,Unsure,0,4.9,2.5,0.4,0.1,-0.218,2.6,17642,0,0,6,56,False,5.01,5.76,3,2
P0344,Izzatul Nasir,Malaysian,Female,18-22,Undergraduate student,North South University,Not a student,PhD Year 2,Finance & Accounting,Moderate,C_counterfactual,2026-08-04 13:54:39,58.7,Unsure,3,2.7,2.6,0.7,0.8,0.447,3.5,18945,2,2,1,84,False,3.31,6.09,5,2
P0345,George Brown,British,Male,18-22,Undergraduate student,Daffodil International University,PhD / MPhil,PhD Year 2,Psychology,High,A_no_explanation,2026-08-07 16:19:14,53.4,No,0,4.3,3.0,0.9,0.8,-0.448,3.3,14436,1,1,0,77,True,4.14,4.59,4,4
P0346,Antara Mim,Bangladeshi,Female,18-22,Undergraduate student,University of Dhaka,MSc / MA / MEng,PG Year 2,Education Technology,High,A_no_explanation,2026-08-07 16:33:11,45.7,No,0,4.3,3.6,0.4,0.5,-0.333,3.3,16323,2,2,4,74,True,4.87,4.3,2,4
P0347,Mousumi Akter,Bangladeshi,Female,23-27,Undergraduate student,BUET,MSc / MA / MEng,Year 3,Education Technology,None,A_no_explanation,2026-08-08 15:26:16,57.0,No,2,2.0,2.8,0.7,0.8,-0.071,2.9,13992,2,2,1,60,True,4.06,3.62,1,2
P0348,Naim Islam,Bangladeshi,Male,18-22,Undergraduate student,Brunel University London,BSc / BEng / BA,PhD Year 3,Psychology,Moderate,C_counterfactual,2026-08-02 09:35:39,47.5,No,3,4.3,4.4,0.4,0.5,-0.2,3.5,18713,2,2,4,57,False,3.47,3.23,4,2
P0349,Feng Wang,Chinese,Male,33-40,Undergraduate student,"University for the Creative Arts, Farnham",MSc / MA / MEng,PG Year 1,Media & Communication,Moderate,B_surface,2026-08-06 11:33:29,72.8,No,3,3.0,4.9,0.6,0.7,0.355,3.5,17763,2,2,2,78,True,4.36,5.02,5,5
P0350,Khorshed Alam,Bangladeshi,Male,33-40,PhD researcher,University of Surrey,MBA,PhD Year 3,Computer Science,Moderate,B_surface,2026-08-08 11:26:47,50.5,No,2,2.6,3.1,0.6,0.7,0.15,3.2,15819,2,2,2,39,False,3.68,4.37,2,4
P0351,Maruf Hossain,Bangladeshi,Male,28-32,Undergraduate student,University of Hertfordshire,PhD / MPhil,Year 2,Human-Computer Interaction,Moderate,B_surface,2026-08-02 11:13:45,56.8,Somewhat — thought it was about AI accuracy,3,3.0,2.1,0.4,0.3,0.286,2.6,17543,1,1,5,65,True,3.64,5.32,2,4
P0352,Khalilur Rahman,Bangladeshi,Male,23-27,Postgraduate student (MBA),University of Hertfordshire,MSc / MA / MEng,Year 4,Psychology,None,C_counterfactual,2026-08-09 16:28:10,61.6,No,3,3.8,4.3,0.6,0.5,-0.111,3.3,20243,1,1,3,85,False,3.07,4.68,4,3
P0353,Rifat Chowdhury,Bangladeshi,Male,33-40,Graduate (recent),Oxford Brookes University,MBA,PhD Year 1,Information Technology,Moderate,A_no_explanation,2026-08-02 12:52:33,55.9,No,1,3.7,4.2,0.9,0.6,-0.357,3.4,11067,0,0,1,80,True,4.32,2.36,2,4
P0354,Tamanna Islam,Bangladeshi,Female,18-22,Graduate (recent),University of Dhaka,MSc / MA / MEng,PG Year 2,Psychology,Moderate,A_no_explanation,2026-08-17 11:16:19,58.3,No,1,4.1,3.0,0.4,0.5,0.186,3.1,14665,2,2,4,53,False,4.24,3.12,1,2
P0355,Bithi Akter,Bangladeshi,Female,23-27,Working professional,Brunel University London,Prefer not to say,Year 4,Data Science & AI,Low,C_counterfactual,2026-08-05 10:55:38,57.3,No,2,2.1,4.5,0.5,0.4,-0.173,3.0,21417,1,1,4,65,True,4.4,4.78,5,4
P0356,Olivia A. Morris,British,Female,33-40,Postgraduate student (MSc),University of Dhaka,Not a student,Year 1,International Business,Moderate,C_counterfactual,2026-08-02 11:00:58,63.7,No,1,1.7,3.0,0.4,0.3,0.284,3.1,19192,1,1,5,81,False,4.39,5.59,4,4
P0357,Sumon Hossain,Bangladeshi,Male,23-27,PhD researcher,London Metropolitan University,MSc / MA / MEng,Year 4,Finance & Accounting,Low,C_counterfactual,2026-08-06 11:38:38,52.8,No,3,4.0,5.0,0.5,0.6,0.0,3.5,18743,2,2,3,62,True,4.52,5.98,2,3
P0358,Anjali A. Patel,Indian,Prefer not to say,18-22,Postgraduate student (MSc),"University for the Creative Arts, Farnham",MSc / MA / MEng,Completed,Information Technology,High,B_surface,2026-08-10 12:44:20,58.3,No,1,3.9,5.0,0.6,0.5,0.318,3.1,15742,1,1,3,56,False,5.53,3.65,2,4
P0359,Afsana Islam,Bangladeshi,Female,23-27,Undergraduate student,London Metropolitan University,Prefer not to say,PG Year 2,Information Technology,Low,A_no_explanation,2026-08-02 10:42:21,46.7,No,3,3.4,2.0,0.6,0.5,0.0,2.8,16484,1,1,3,55,False,3.75,4.87,3,3
P0360,Usman Khan,Pakistani,Male,28-32,Undergraduate student,London Metropolitan University,Prefer not to say,Completed,Graphic Design,Moderate,C_counterfactual,2026-08-03 13:41:27,56.5,No,1,2.1,4.4,0.6,0.9,0.076,3.2,18561,3,3,1,70,True,4.24,5.68,4,4
